Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;74095368;40302655,6;0;0;12;420,0139;False
2;81088224;51508456,7;318,2397;21,30927;13;432,8262;False
3;81088536;60717764,2;349,9164;19,47858;13;432,8262;False
4;119509776;68880711;25,24095;6,87262;13;492,5695;False
5;119509808;74268812,2;28,34123;8,630524;13;492,5695;False
6;120347704;81148659,6;191,7691;16,34966;13;493,7157;False
7;121494808;90232142,6;318,1371;21,49637;14;495,2777;False
8;121848808;87297055,4;316,9522;22,25525;13;495,7583;False
9;124805136;95346848,2;0;0;11;499,7401;False
10;130483112;100199912,4;190,3609;17,58713;12;507,204;False
