Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;1830634,875;360049,00418396;292,8079;21,52992;12;366,8857;False
2;2707721,25;1067215,79160156;405,7443;20,24202;12;367,5384;False
3;2400377,25;1635527,16328125;296,3343;18,319;12;385,2119;False
4;3484098,5;1458884,48789062;379,9573;17,70022;12;402,872;False
5;3104397,25;1117006,96533203;432,5861;22,61671;12;402,872;False
6;2984890,5;1379672,26474609;244,1745;13,27719;12;402,872;False
7;2636486,5;1242266,65898438;373,8539;23,04767;12;403,1581;False
8;3342403,75;1874465,83066406;402,3113;19,14053;11;398,7726;False
9;3204519,25;1731364,5703125;378,1784;18,93512;12;400,5596;False
10;2940432,25;2131008,859375;405,3249;22,117;12;400,5596;False
11;3637962,25;1988821,34511719;467,6212;20,71021;12;401,3971;False
12;3465882,75;2016142,26855469;374,7973;17,63281;12;403,8029;False
13;3461651,5;2138898,99453125;525,8797;24,47662;12;401,3971;False
14;4048458,5;2262710,85009766;547;21,40717;12;398,0437;True
15;3840252,75;2200468,35117187;547;22,94965;12;401,3971;True
