Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;26399004672;1562495936,24106;403,0852;22,40436;14;359,5073;False
2;14765012992;2197690854,2168;348,5848;24,72938;14;361,3868;False
3;36778135552;3370747435,66915;437,9227;21,39413;13;343,1322;False
4;20010031104;2756757385,95446;376,1075;19,68572;13;343,1322;False
5;77597687808;10235527806,5151;527,7913;28,47165;14;308,8043;False
6;10300318720;1752142887,23744;318,5757;19,7274;14;346,8426;False
7;20369113088;2585868918,7661;377,7835;20,77071;14;324,5731;False
8;59309158400;6130242742,72592;493,4924;25,5511;14;324,5731;False
9;89526026240;7733058610,55536;547;19,53992;14;324,5731;True
10;45472813056;5219418486,78392;461,783;28,8226;13;340,7667;False
11;47313805312;4320159943,20029;466,3876;20,01166;14;324,5731;False
12;89526026240;5938934050,62188;547;20,35339;14;324,5731;True
13;89526026240;6480466382,23527;547;23,79794;14;324,5731;True
14;27269605376;3006887659,61244;406,3682;17,02646;14;324,5731;False
15;28017475584;1961250242,91309;409,1262;20,07349;14;324,5731;False
16;26614896640;2928849510,74159;403,9068;22,97894;14;300,0205;False
17;26248380416;2233852166,58721;402,509;22,54144;14;334,2581;False
18;63199834112;7522582442,94128;501,3938;26,08939;14;344,2947;False
19;14574047232;2152191775,43572;347,4522;19,29443;14;344,2947;False
