Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;97624008;8199305,09628214;460,4532;22,67639;11;372,3745;False
2;64023704;16549064,3053354;400,0494;22,04324;11;372,1321;False
3;51919196;10292228,1107959;373,0577;20,38877;12;377,4263;False
4;81539776;24640117,288825;433,6339;25,80037;11;374,9828;False
5;84041936;30164595,9308606;438,0248;24,40613;11;372,9821;False
6;53312108;17648874,2569725;376,3645;18,50853;12;378,8427;False
7;51080200;17310219,5709845;371,0373;24,50897;12;373,1826;False
8;81627024;17025181,1146876;433,7885;21,26382;12;379,4144;False
9;123814680;21292133,3471237;498,4146;27,85901;11;373,0105;False
10;65957064;28697624,5193169;404,0363;21,71378;11;373,7065;False
11;104096064;26775495,3711852;470,4117;26,61667;12;381,6855;False
12;121675040;38207912,2189291;495,5268;30,57904;11;372,1399;False
13;82134632;30627056,7257609;434,6858;25,57007;12;384,4044;False
14;148858016;36240573,3257605;529,9775;27,28564;12;381,0359;False
15;103327008;32539191,8;469,2504;24,41876;12;380,6524;False
16;163667328;47282932,0089844;547;24,34784;12;379,473;True
17;102868720;29966712,9514657;468,5556;23,55927;12;378,3611;False
18;148004896;40557617,9058594;528,9631;23,17975;12;382,1999;False
19;122598080;42040024,7125;496,7767;23,16669;12;382,3532;False
20;99102232;29091221,5297917;462,7657;26,7536;12;380,6432;False
21;100605112;27590724,9140625;465,0932;21,41107;12;385,9087;False
22;163667328;49021078,0957284;547;24,3252;12;383,4446;True
23;82000448;37039954,7771954;434,4489;28,77222;12;386,4312;False
24;163667328;41693210,1894161;547;26,4978;13;386,6619;True
25;163667328;54917585,0128064;547;22,57898;13;386,7853;True
26;163667328;55183786,409375;547;24,39026;13;387,2994;True
27;80722072;38733065,6529437;432,1794;25,09521;12;378,6531;False
28;215707920;57523043,1709089;599,7294;26,021;12;382,7468;False
29;163667328;48801577,8079029;547;22,07568;13;388,2053;True
30;163667328;51434953,575;547;21,48743;14;389,6781;True
