Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;114563784704;11324994369,1143;58,27531;13,39914;14;323,1167;False
2;204460982272;43503458255,925;77,67778;17,1136;14;323,5978;False
3;149534015488;39082217688,2;52,92791;14,26691;14;376,5218;False
4;317934370816;54321491548,7;77,17622;20,16486;14;376,5218;False
5;139336663040;39712939167,6531;51,09136;16,01938;14;376,5218;False
6;228447518720;55812112919,7;64,82479;17,06;14;378,8216;False
7;302593998848;87099513411,2;74,95734;14,41734;13;377,6394;False
8;363463311360;116460846445,6;80,89;20,18033;14;381,5548;False
9;273829249024;142157085721,6;71,27895;12,49338;13;377,7337;False
10;335997599744;111519662629;79,19572;18,72165;12;376,9736;False
11;284217540608;98897718584;73,4418;14,0224;13;374,9052;False
12;458266312704;130187391541,45;92,30334;23,04428;12;377,4804;False
13;459711676416;142469820495,825;92,44878;23,31055;12;377,4804;False
14;372158136320;146978513843,2;83,62177;20,05908;12;376,1516;False
15;467385581568;119726090891,1;92,44488;18,54468;13;379,5799;False
16;211356680192;83101253350,4;62,16604;16,0188;13;379,5799;False
17;342857973760;113626447379,6;79,10487;17,02191;13;379,8125;False
18;322735439872;130282253733,6;77,0203;20,62408;13;378,9182;False
19;465207721984;150510793336;92,47095;23,07239;13;378,9182;False
20;254438031360;77447826453,6;67,91476;15,54211;12;380,6723;False
21;246652928000;60732004042,6;66,86768;17,53595;12;380,6723;False
22;331124015104;109612442130;77,78667;19,99982;12;379,6588;False
23;336274423808;85647110926,475;78,04949;17,03943;13;380,7599;False
24;476847570944;188812368358,4;92,65952;22,0929;13;381,5339;False
25;335457058816;146547633602,6;77,51872;18,58899;12;382,1858;False
26;213367848960;99824401560,55;62,39318;14,2207;12;379,8553;False
27;842547593216;156182311270,4;124,4279;18,57312;12;378,9538;False
28;510466195456;187103019328;95,51821;20,04456;13;382,4707;False
29;349034676224;191863372288;80,08569;15,36914;12;378,9538;False
30;294372048896;131100527958,4;72,68418;17,21594;13;381,9492;False
31;361278930944;138558749024;80,5217;17,13;13;381,9492;False
32;480801619968;202967079270,4;92,57799;23,54504;13;382,8102;False
33;375072980992;122619089181,356;81,76787;15,90857;13;382,8102;False
34;467617153024;161212649216;91,06322;15,59058;13;383,473;False
35;352649150464;151186443957,6;78,87018;11,54333;13;384,1543;False
36;502569009152;146042799067,4;95,88143;15,42822;13;379,5266;False
37;610646622208;176184576251,4;105,8761;21,63196;13;379,0804;False
38;417657454592;168926569881,6;86,16952;17,1687;13;383,1519;False
39;662935830528;211409268870,4;108,5624;18,44824;13;383,1519;False
40;681249734656;219538760488,1;110,3418;20,29321;13;382,4799;False
