Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;779,797729492188;460,513209533691;495,9231;23,5081;13;320,8779;False
2;675,744140625;479,597448730469;316,2795;18,9505;13;350,7066;False
3;749,174987792969;498,645208740234;405,4724;20,70292;13;350,586;False
4;844,492065429688;534,038914489746;496,7802;20,23413;13;350,586;False
5;680,905883789063;445,064039611816;372,0662;25,9778;13;351,6481;False
6;772,311218261719;472,075863647461;440,6806;21,91783;13;350,9106;False
7;704,81103515625;475,247504425049;400,8878;26,2944;13;351,9059;False
8;738,172546386719;470,926829528809;405,8105;22,00583;13;350,8568;False
9;680,785034179688;494,5595703125;321,5277;18,46497;12;345,8927;False
