Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;227942,1875;18376,268344634;61,08598;14,12749;12;359,7012;False
2;158988,546875;49141,9743112817;54,17371;13,70477;11;377,4757;False
3;277049,09375;101259,539783007;65,19069;15,45128;11;377,4757;False
4;274052,0625;103224,108858774;64,95477;16,46385;11;378,2567;False
5;273500,90625;98340,7722916483;64,91119;17,46567;11;379,5757;False
6;272299,3125;87722,6917869255;64,81599;17,08194;11;377,1747;False
7;156575,90625;85780,3916290471;53,89829;13,13762;11;380,1671;False
8;283132,71875;112302,932885933;65,66441;16,58708;11;378,1639;False
9;499572,09375;156002,641264343;79,3474;19,24753;11;377,2156;False
10;329045,53125;98084,3639922961;69,03754;18,11816;12;380,7002;False
11;540834,5625;119610,342695002;81,47446;15,97601;12;381,6758;False
12;315570,03125;121338,326916504;68,08194;24,42062;11;377,3952;False
13;424473;117776,614086533;75,15364;23,72693;12;380,3947;False
14;812003,9375;125557,081529591;93,29379;21,04617;11;378,0744;False
15;358011,625;101896,772210964;71,00665;18,87561;11;378,194;False
16;322855,4375;118575,515696581;68,60188;18,49591;11;378,194;False
17;570144,3125;188607,347398508;82,92044;19,22742;11;379,8322;False
18;499381,75;103297,488506869;79,33733;16,8031;11;378,194;False
19;580317,4375;223856,243010237;83,41072;22,06415;11;378,2113;False
20;554959,5;199057,587197094;82,17766;21,65698;11;378,4722;False
21;584011,1875;179662,137771606;83,58732;24,68829;11;378,4722;False
22;328642,40625;108452,508058527;69,00934;16,07404;11;378,4535;False
23;789247,125;183353,358528286;92,41398;23,99011;11;377,9924;False
24;528905,8125;184428,8644587;80,87099;21,15277;12;379,8445;False
25;1025738,25;204708,786018753;100,8507;22,46405;12;381,5626;False
26;555506,5;139976,553704994;82,20465;21,17755;11;377,9924;False
27;782528,6875;223484,096519516;92,15101;21,99512;11;377,9924;False
28;873908,75;182318,620966772;95,60678;27,49164;11;376,8884;False
29;313764,75;138474,46207073;67,95187;16,07593;11;379,0469;False
30;618526,4375;202831,675442505;85,20258;22,73767;11;377,7818;False
31;500760,59375;145938,443750999;79,41028;20,06689;11;375,8743;False
32;570259,6875;169728,801682446;82,92603;20,65491;12;377,2114;False
33;938327,625;239434,467698669;97,90048;25,22217;11;377,4941;False
