Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;4921,2685546875;2226,70887107849;913,0665;44,53042;13;390,9615;False
2;5096,64892578125;2532,54152374268;921,5488;45,5585;14;412,8079;False
3;5251,10400390625;3504,08268060684;912,7029;43,42279;14;412,8079;False
4;5493,19140625;3943,92396821976;820,9341;38,03094;14;432,898;False
5;5401,07568359375;4089,99642673731;1475,207;77,50336;14;412,509;False
6;5632,40869140625;4162,57282714844;925,1931;40,53888;14;412,509;False
7;5692,52880859375;4027,43083648682;937,5549;41,60541;13;422,0182;False
8;5674,53759765625;3684,00715942383;680,289;29,30249;13;430,2404;False
9;5711,59375;4066,15159651041;1059,599;49,02063;13;430,434;False
10;5981,10546875;4282,71106872559;799,4882;33,21521;13;430,5467;False
11;5961,60498046875;3728,56614761353;922,4382;39,66602;13;433,3811;False
