Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;279552352;69652773,1;316,9839;16,21151;13;336,8806;False
2;413238272;92190556,95;373,2159;22,23457;12;371,6307;False
3;491935232;151791210,2;417,7793;23,05832;12;371,6307;False
4;414803584;154702164,5;374,1552;18,7524;12;371,6307;False
5;513452384;201658380,2;464,8384;24,3027;13;335,9173;False
6;641361856;252318856;529,0328;22,08965;12;333,3519;False
7;671634496;251984970,4;528,9718;26,60858;13;346,7732;False
8;681793920;246323711,6;547;20,32813;12;333,1385;True
9;686922368;299021424,4;547;19,82928;12;335,3398;True
10;583935168;304386326,4;499,1439;21,48941;12;336,693;False
11;642018304;304306340,4;529,2961;20,52444;12;333,3827;False
12;695956160;331334117,2;547;20,42975;13;339,1909;True
13;695956160;284975531,6;547;22,49469;13;339,1909;True
14;669219904;350671798,2;536,2856;19,80487;13;338,4086;False
15;580684864;349731965,6;495,0923;20,32727;13;339,1909;False
16;695956160;282040954;547;22,04578;13;339,1909;True
17;691760640;338962202;547;22,802;13;337,4066;True
18;699677248;319472454,2;547;19,58295;13;340,7675;True
19;671483968;382135121,6;535,9366;22,37286;13;339,7429;False
20;697719488;339793794,4;547;20,85443;13;339,9387;True
21;701028416;382890713,6;547;19,09839;13;341,3387;True
22;701028416;350668355,2;547;21,48047;13;341,3387;True
23;701028416;301910194;547;22,17902;13;341,3387;True
24;698835072;304897257,6;547;21,02356;13;340,4112;True
25;585488000;335570976;496,41;19,2406;13;340,1671;False
26;661752256;328810460,4;529,6514;24,62451;13;341,7771;False
27;420104096;245782919;410,5368;20,43628;13;338,4123;False
28;652900416;294242246,4;527,244;26,75879;13;340,2816;False
29;523731776;302387712,6;470,0388;21,23474;13;336,0254;False
30;658074688;312987044,8;529,916;25,50073;13;339,8953;False
