Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;6296005632;374755420,128503;76,02348;11,97059;11;355,2693;False
2;22054121472;3211160477,5141;112,8864;16,5;12;327,5288;False
3;15682179072;2227245818,06196;93,13181;12,57916;11;354,1764;False
4;8250399744;1457868972,84863;95,75748;18,61972;11;355,2693;False
5;5301004800;1920957476,4875;84,51135;16,99759;11;355,2693;False
6;16039325696;2198412549,55625;109,5191;18,69104;11;355,6335;False
7;6707713536;1183136741,71563;95,64104;20,56488;11;354,4911;False
8;9725476864;2114466286,15781;95,43536;17,04459;11;356,8925;False
9;8202270720;1972315746,75901;88,95716;15,56876;11;356,8925;False
10;5441233920;1446013666,2;69,54839;10,3316;11;356,9418;False
11;6321427968;1475971590,74375;81,65116;14,24225;11;353,3137;False
12;6455185920;1115275861,12305;81,89618;14,19989;11;353,3137;False
13;12301805568;2652235691,70732;93,57638;14,38409;11;354,7339;False
14;2700444160;604589098,432907;59,85259;10,09277;12;358,1306;False
15;8203806208;2589713501,8;82,79325;13,03168;12;358,1306;False
16;7032387584;1409059553,29375;95,56893;20,14935;12;358,1306;False
17;5904283136;768026276,007715;77,21124;12,93317;11;359,8938;False
18;8170523136;804062370,54375;86,6717;14,67957;11;359,9894;False
19;16143373312;1709068439,51533;98,06647;14,22162;11;359,9894;False
20;7295392768;1562268431,8;84,65814;14,60907;11;358,0554;False
21;7542310912;1875804191,48125;94,25351;18,81824;11;359,0663;False
22;42412912640;3599192233,9822;114,7913;13,03247;11;361,4154;False
23;11206217728;2563984781,10617;95,25116;15,86206;11;359,606;False
24;32948592640;4302940911,975;121,5332;17,12036;12;364,2397;False
25;7643153408;1030365013,64688;86,16528;15;11;362,0708;False
26;7833857024;604312659,140016;108,1833;26,09021;10;359,8573;False
27;18952886272;2296449941,28281;100,6685;14,1322;12;366,1221;False
28;8276299776;1680835823,41643;80,19022;12;10;359,4112;False
