Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;+Infinito;+Infinito;0;0;12;240,3417;False
2;+Infinito;+Infinito;0;0;12;240,3417;False
3;+Infinito;+Infinito;0;0;12;240,3417;False
4;+Infinito;+Infinito;0;0;12;240,3417;False
5;+Infinito;+Infinito;0;0;12;240,3417;False
6;+Infinito;+Infinito;0;0;12;240,3417;False
7;+Infinito;+Infinito;0;0;12;240,3417;False
8;+Infinito;+Infinito;0;0;12;240,3417;False
9;+Infinito;+Infinito;0;0;12;240,3417;False
10;+Infinito;+Infinito;0;0;12;240,3417;False
11;+Infinito;+Infinito;0;0;12;240,3417;False
12;+Infinito;+Infinito;0;0;12;240,3417;False
13;+Infinito;+Infinito;0;0;12;240,3417;False
14;+Infinito;+Infinito;0;0;12;240,3417;False
15;+Infinito;+Infinito;0;0;12;240,3417;False
16;+Infinito;+Infinito;0;0;12;240,3417;False
17;+Infinito;+Infinito;0;0;12;240,3417;False
18;+Infinito;+Infinito;0;0;12;240,3417;False
19;+Infinito;+Infinito;0;0;12;240,3417;False
20;+Infinito;+Infinito;0;0;12;240,3417;False
21;+Infinito;+Infinito;0;0;12;240,3417;False
22;+Infinito;+Infinito;0;0;12;240,3417;False
23;+Infinito;+Infinito;0;0;12;240,3417;False
24;+Infinito;+Infinito;0;0;12;240,3417;False
25;+Infinito;+Infinito;0;0;12;240,3417;False
26;+Infinito;+Infinito;0;0;12;240,3417;False
27;+Infinito;+Infinito;0;0;12;240,3417;False
28;+Infinito;+Infinito;0;0;12;240,3417;False
29;+Infinito;+Infinito;0;0;12;240,3417;False
30;+Infinito;+Infinito;0;0;12;240,3417;False
