Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;34197944;5509865,45118497;324,5887;34,58069;12;307,5277;False
2;41967892;7421638,01649611;347,5141;18,84495;13;380,1081;False
3;25104234;4693070,5180891;292,8076;17,89246;12;309,343;False
4;79938360;11720454,2970776;430,7762;24,73938;11;347,7697;False
5;163667328;14205912,2545595;547;22,35075;13;359,7768;True
6;64994152;13902723,0444558;402,0605;23,13953;13;361,3325;False
7;82025976;17162581,6597394;434,494;23,75839;13;359,75;False
8;163667328;35410403,1540328;547;24,60075;13;359,6057;True
9;163667328;36721500,5973516;547;22,33586;13;362,3392;True
10;51976208;23446450,8;373,1942;26,71481;13;360,0919;False
11;120947704;26521480,2872195;494,5375;23,36105;13;360,3452;False
12;123328456;32365051,6158442;497,7613;25,24704;13;359,8344;False
13;99838792;36122351,4788361;463,9093;27,43286;12;358,1702;False
14;147626704;37223048,9125496;528,5121;26,31567;12;357,8489;False
15;84516048;30942231,156939;438,8469;23,60046;13;363,6313;False
16;100030848;22659687,7541892;464,2066;23,41754;13;362,0804;False
17;163667328;56673493,5;547;21,24918;13;360,994;True
18;163667328;64224537,8029841;547;21,771;13;362,648;True
19;163667328;59089208,2655441;547;22,18768;13;363,1244;True
20;226553936;83919449,625;609,6172;24,59576;13;361,7343;False
21;163667328;65703366,9;547;20,53595;13;360,7663;True
