Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;48,1365394592285;20,0448011948727;918,938;50,52563;13;248,1731;False
2;48,6987609863281;22,7179567141458;929,671;52,26701;13;248,1731;False
3;55,8822135925293;33,469695879519;1073,039;68,43298;13;249,6234;False
4;55,4897918701172;37,4796670193784;1049,968;51,97943;13;245,9838;False
5;54,3796310424805;38,9131655419245;907,7698;90,21826;12;200,3183;False
6;54,8515777587891;34,4305896271486;913,1469;91,83459;12;199,7711;False
7;59,3899803161621;42,3203312724829;1064,665;61,17645;14;250,9734;False
8;58,9075927734375;40,8354672838002;936,2214;48,96936;12;190,7166;False
9;60,1332969665527;51,8101524353027;1074,94;60,22119;14;250,2633;False
10;60,6195335388184;48,7344473361969;915,2062;71,10303;12;181,1705;False
11;71,5009307861328;50,782505607605;1079,489;88,54065;12;181,1705;False
12;69,3239974975586;54,6156065940857;1035,862;94,21118;12;179,3079;False
13;85,6443939208984;52,9650828361511;1359,146;96,39917;13;206,3053;False
14;85,6081848144531;49,8079528996954;1358,571;95,90137;13;206,3053;False
15;102,020889282227;54,8550848603249;1619,035;131,1401;13;206,3053;False
16;102,092529296875;50,188981943205;1620,171;126,928;13;206,3053;False
17;102,06078338623;56,8997391439974;1619,668;127,1885;13;206,3053;False
