Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;7537505792;475262875,049476;94,1101;17,88305;14;326,5349;False
2;4828518912;579556130,35249;90,60136;20,38306;14;328,6088;False
3;925171008;312739388,625;66,41586;21,41634;14;328,3623;False
4;5917296128;662783107,739856;98,73389;22,83392;14;328,8161;False
5;1891238016;441615988,522351;66,72897;15,16664;14;328,8161;False
6;2086157056;380998271,54043;69,57183;16,00667;14;327,9305;False
7;8604608512;1492531387,04453;126,8618;35,54634;14;330,8765;False
8;6947920384;1302987558,01821;79,50219;12,19678;13;325,424;False
9;3230318336;762885650,185083;65,14249;10,91635;14;328,1548;False
10;5004206080;1290378391,68125;91,05211;20,14874;13;324,6243;False
11;3327423488;679945153,574274;72,67694;14,14407;14;328,3022;False
12;5802960896;871013086,8;76,61891;12,17465;13;325,7488;False
13;8298121216;787201628,420955;83,06436;12,52036;14;328,9572;False
14;5360577024;641779327,000166;92,32632;20,16064;13;324,7826;False
15;4754188288;1173987593,90313;93,65119;22,18408;13;324,7826;False
16;4426660352;1015688099,1625;98,57848;26,1571;13;325,3457;False
17;2091923200;371244258,199325;75,76897;19,67175;13;324,1717;False
18;2570885632;720437468,5;92,01587;28,81653;13;323,6327;False
19;2149190912;518766184,65533;75,4417;19,20038;13;324,218;False
20;2909150208;521743762,737817;64,53;11,18781;13;325,4226;False
21;712522944;203990868,853125;50,89735;12,4823;13;325,0215;False
22;3081694976;555847917,620483;77,35052;17,06152;13;323,9731;False
23;2673533184;481495897,966797;78,63129;19,13879;13;325,7899;False
24;3234238208;320795306,119008;78,85465;17,52856;13;325,9328;False
25;6515666944;982949766,728125;80,85036;13,14587;13;325,9328;False
26;2388277248;932462530,05;76,44751;18,89557;13;326,5788;False
27;4025277184;714599270,620331;99,00356;27,72815;13;325,3744;False
28;3474299904;649723219,356055;77,77908;16,32703;13;325,3626;False
29;6120960000;1230375094,7;79,72877;13,08423;12;325,2674;False
30;3132345600;587341315,560913;65,63156;11,24939;12;325,5097;False
