Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;20943,150390625;5922,59993210556;927,5521;41,0804;9;263,2047;False
2;22374,197265625;13617,1821289927;932,1716;38,83688;11;304,6328;False
3;24727,970703125;15489,1051834941;912,3293;33,66005;11;304,6328;False
4;24459,73828125;13453,0084961126;1075,205;47,26404;11;304,6328;False
5;25135,85546875;15778,1541729569;1451,112;83,77383;11;296,8116;False
6;23261,681640625;17510,0986125946;912,6561;35,80743;11;304,6328;False
7;23634,7578125;16871,1011042193;1324,887;74,26886;11;296,7405;False
8;25446,64453125;12824,5587239295;1322,98;68,78217;11;296,7405;False
9;45043,0703125;19544,8158935547;1750;87,39246;13;263,0861;True
10;27275,8984375;16880,0762207031;1344,134;66,23779;13;263,0861;False
11;45819,53125;20551,944754374;1750;85,49805;13;263,0861;True
12;45481,38671875;23708,5779785156;1750;86,31287;13;262,8378;True
13;44899,55859375;23578,9677734375;1750;87,75183;13;263,7602;True
14;47286,44921875;22463,8658447266;1750;82,1344;13;262,6567;True
15;43223,109375;24707,9585449219;1750;92,17981;13;263,5616;True
16;45457,0625;26076,4705078125;1750;86,37207;14;261,8587;True
17;45396,78125;25290,3596679688;1750;86,51917;13;261,231;True
18;43586,17578125;21773,3545996666;1750;91,18335;12;258,8167;True
19;41022,51171875;21625,5025390625;1750;98,71863;13;259,8094;True
20;43241,37890625;24864,5830566406;1750;92,12915;11;254,5319;True
21;45070,0625;26568,6714355469;1750;87,3252;11;254,5319;True
22;48046,70703125;26908,9329589844;1750;80,49316;14;259,6418;True
23;47886,86328125;24801,4940917969;1750;80,83276;14;259,6418;True
24;45710,7265625;25266,9319335938;1750;85,75854;14;259,6418;True
25;47854,28125;24382,8472116381;1750;80,90234;12;256,9048;True
26;48366,48828125;26032,26953125;1750;79,82227;14;262,4415;True
27;45730,15625;25653,8485839844;1750;85,71191;12;251,3802;True
28;34608,12109375;22789,3718261719;1609,4;74,84277;12;256,3853;False
29;43061,42578125;23182,4051757812;1750;92,63062;13;260,6183;True
30;47717,46875;22841,8899414063;1750;81,1958;10;252,4752;True
