Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;418,955383300781;330,372592163086;0,003996253;5,00984;10;418,9554;False
2;418,955383300781;353,258466339111;0,003991842;4,990673;10;418,9554;False
3;447,225433349609;360,22845916748;192,2278;15,21796;13;447,2254;False
4;469,531585693359;366,000254821777;9,364504;5,996201;12;469,5316;False
5;469,531585693359;368,085932922363;9,564844;6,077438;12;469,5316;False
6;469,531585693359;372,870565795898;9,44878;5,992645;12;469,5316;False
7;469,531585693359;373,315579223633;9,56485;6,078339;12;469,5316;False
8;469,531585693359;358,382713317871;9,520526;6,034286;12;469,5316;False
9;469,531585693359;372,793545532227;9,56486;6,078491;12;469,5316;False
10;469,531585693359;359,712023925781;9,564842;6,080566;12;469,5316;False
11;469,531585693359;350,168814086914;9,569283;6,095062;12;469,5316;False
