Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;317971968;90929705;290,6608;17,0008;12;379,8816;False
2;616854272;185954545,2;547;20,17521;13;291,2573;True
3;431104096;184617830,4;401,4227;18,8788;12;342,007;False
4;475020928;212149001,4;437,9883;22,97264;12;330,2685;False
5;433739008;175744131,3;375,3969;20,86514;11;370,5688;False
6;673086720;319155635,6;495,2832;24,82326;11;370,0926;False
7;389809760;299352138,4;347,8681;19,49091;11;371,6274;False
8;542358720;270787052;433,9405;26,63162;11;370,5688;False
9;675030720;275029958,4;494,5912;24,90427;11;371,6274;False
10;432834112;286634246,4;375,4785;23,5387;11;369,9604;False
11;483871584;280969157,4;403,5663;25,38571;11;370,5066;False
12;490270944;256830615,2;407,3639;23,83749;11;370,1549;False
