Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;293851193409536;43660189657298,5;174,2003;14,14531;11;381,6457;False
2;4,39989254173491E+15;710440568968192;429,3588;23,67923;11;381,6457;False
3;2,90539397814682E+15;1,10040840114276E+15;373,8878;22,54283;11;381,6457;False
4;6,69212544598016E+15;1,95601949167452E+15;493,7734;25,99805;11;381,6457;False
5;6,53984201179136E+15;2,04756224990236E+15;492,3937;27,939;11;379,7898;False
6;9,23144271849062E+15;2,32534828698829E+15;547;22,78362;11;383,5034;True
7;8,39544182983885E+15;2,01913879853292E+15;530,8784;24,05392;11;382,8419;False
8;9,09793795506176E+15;1,9861436805823E+15;547;26,67978;11;381,6457;True
9;9,0995636001833E+15;3,02715027896213E+15;547;26,80536;11;381,6684;True
10;3,66900319302451E+15;1,76966295432641E+15;405,1107;27,61404;11;380,7229;False
11;8,19754154799923E+15;2,29895775348362E+15;528,9407;26,69568;11;381,2011;False
12;8,2938771275776E+15;1,76112246919506E+15;528,9869;32,39862;11;382,6552;False
13;3,61499827424461E+15;1,30927334764052E+15;402,8366;20,48828;11;380,9843;False
14;9,06339782806733E+15;1,68875680040223E+15;547;22,86401;11;381,1621;True
15;5,52078854324224E+15;1,07088434721362E+15;463,686;25,4859;11;381,1621;False
16;8,97921271096934E+15;2,4182636944556E+15;547;24,07507;11;379,9783;True
17;9,2337995817943E+15;2,22790042761116E+15;547;21,45038;11;383,536;True
18;6,69224141009715E+15;2,38701621861417E+15;493,0073;25,09857;11;382,2409;False
19;6,98525911141581E+15;1,61370614168727E+15;498,1471;23,10107;11;383,7396;False
20;6,93364648941978E+15;1,91214839408886E+15;497,4001;28,63306;11;383,367;False
21;4,72615302148915E+15;2,03164761641449E+15;438,9942;20,77264;11;382,2761;False
22;9,14309846243738E+15;2,34924558107279E+15;547;25,94452;11;382,2761;True
23;4,61454937004442E+15;1,5237158168177E+15;435,5112;23,18616;11;382,2761;False
24;8,01515951987098E+15;2,16094335362837E+15;523,5123;24,14905;11;382,2761;False
25;6,70839585583923E+15;1,91714781005087E+15;493,3583;25,42334;11;382,2761;False
26;6,662366691328E+15;2,33511077239849E+15;493,7723;25,026;10;381,08;False
27;9,11394100320666E+15;2,2477544288682E+15;547;21,15454;11;381,8693;True
