Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;20960,068359375;4088,16304818073;915,502;39,98765;13;403,4036;False
2;19734,8671875;10509,3529350877;915,3224;42,45355;13;404,2102;False
3;21567,6171875;11229,7911298782;929,2288;40,03531;13;214,0802;False
4;22895,46484375;13131,1522512794;918,9178;36,8811;13;214,0802;False
5;26622,583984375;14925,3179565411;1343,781;67,82764;14;264,5285;False
6;24621,162109375;15469,1450798067;1192,18;57,7265;14;264,5285;False
7;28049,603515625;16941,6449704677;1321,109;62,22296;14;262,5533;False
8;25771,37109375;16802,2198486328;1042,033;42,1333;14;262,5533;False
9;25668,46484375;14876,8362333692;918,6374;32,87671;14;262,5533;False
10;35784,5703125;15211,0465140423;1750;85,82141;14;262,5533;True
11;34497,27734375;17598,0097310781;1750;89,0332;14;266,0028;True
12;30301,427734375;17420,814853698;1599,222;84,40234;14;261,9384;False
13;31180,5078125;19373,0364430785;1750;98,53442;14;265,4885;True
14;24216,896484375;17440,4777651191;923,699;35,23242;14;266,0229;False
