Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;3,95212625606083E+16;3,73497052014838E+15;33,98345;12;13;242,8345;False
2;8,5034098988417E+17;5,30536644739072E+16;94,73147;17,32063;12;274,7896;False
3;1,18519973002451E+18;1,45902896883643E+17;105,8207;20,26339;12;274,8618;False
4;4,34959446964175E+17;5,28692388634296E+16;75,75495;20,93288;12;274,8118;False
5;5,2499869468092E+17;6,93959383532438E+16;80,6573;23,2663;13;279,8331;False
6;5,27332476830351E+17;1,28477030987386E+17;80,77969;19,05537;12;275,486;False
7;8,29993702578455E+17;1,66989940611298E+17;93,96957;17,6329;12;275,0253;False
8;4,61519352923947E+17;1,20267087719642E+17;77,26727;17,12766;12;275,0253;False
9;4,92037535103451E+17;9,85174095295414E+16;78,93492;11,57016;12;275,4439;False
10;1,6719418453299E+18;2,11466333013095E+17;118,683;23,18539;12;273,8201;False
11;1,03071332980018E+18;2,43400733880222E+17;101,0064;20,41571;12;273,1792;False
12;7,76547954180751E+17;1,01712115952465E+17;91,90712;11,38297;12;274,5932;False
13;5,46346675006865E+17;2,05376617856369E+17;81,73954;16,00299;12;274,2636;False
14;3,7292270569453E+18;4,31679413840301E+17;155,0712;31,5;12;273,8462;False
15;2,0191276226461E+18;3,96762328749992E+17;126,388;24,61249;12;273,4012;False
16;2,77402935397188E+18;3,98378133326345E+17;140,5052;27,85803;12;276,7326;False
17;9,22257571555836E+17;2,90299760114401E+17;97,33077;20,09894;12;275,001;False
18;9,33875011414917E+17;3,24909385424201E+17;97,73785;17,01935;12;275,3374;False
19;1,93753877462385E+18;3,97410306093797E+17;124,662;24,67407;12;273,5153;False
20;1,33174154026287E+18;2,75057634955808E+17;110,0145;20,06677;12;275,2875;False
21;1,35434200177181E+18;2,84862404725886E+17;110,6334;24,96515;12;273,962;False
22;1,46527915160161E+18;3,82767607688515E+17;113,5757;17,07324;12;273,962;False
23;8,67867754986734E+17;2,99088358150242E+17;95,37806;27,63904;12;269,1464;False
24;1,91581599827178E+18;3,10739980355476E+17;124,1943;26,09778;12;280,6838;False
25;1,29707929875828E+18;3,15252960899419E+17;109,0514;21,61633;12;274,5061;False
26;8,75870344211071E+17;2,73875594291603E+17;95,67039;18,91638;12;275,4851;False
27;2,52990368774514E+18;2,33099656809572E+17;136,256;20,20544;12;276,1894;False
28;5,33990260254704E+17;1,93052966502217E+17;81,11837;17,60168;12;274,757;False
29;7,41408868227088E+17;3,20724662150706E+17;90,49899;15,75281;12;277,6179;False
30;9,89108290841477E+17;3,32907282960482E+17;99,62836;17,10205;12;278,1143;False
31;1,37370357690322E+18;3,69096460205451E+17;111,1566;21,94531;13;277,9991;False
32;1,30578743085027E+18;3,17672119089916E+17;109,2933;23,19678;13;280,0423;False
33;1,17056179428498E+18;2,49355025884434E+17;105,3832;18,54504;12;274,9742;False
34;1,39697666465045E+18;3,64625277672541E+17;111,781;23,79346;13;281,1577;False
35;8,68182902507045E+17;2,42225866323945E+17;95,38746;17,38123;13;278,947;False
36;8,83030501370102E+17;2,41043835421563E+17;95,92833;17,19873;13;280,4782;False
37;1,96062796905133E+18;3,35850579671017E+17;125,154;23,23694;13;282,1631;False
38;2,71529509208352E+18;3,19542637601017E+17;139,5064;26,349;12;273,883;False
39;9,46347940039885E+17;2,84631114852388E+17;98,16913;20,17078;13;274,9577;False
40;3,66279648854042E+18;3,94801828895654E+17;154,144;36,69116;13;282,1574;False
41;3,44423584204902E+18;4,9867472401198E+17;151,0156;24,89417;12;275,1193;False
42;1,34287533244468E+18;2,97846191680179E+17;110,3203;20,12036;12;275,1193;False
43;1,9632907113359E+18;3,90586972296027E+17;125,2119;17,40759;12;275,1193;False
44;1,43445997811401E+18;3,41594344422742E+17;112,7721;24,77808;13;276,5406;False
45;2,04265236111714E+18;5,28938868130238E+17;126,8758;23,44641;13;273,2222;False
46;1,27850112566166E+18;3,01884151542317E+17;108,5265;26,17969;13;272,3978;False
47;2,92429823375049E+18;5,07915061164822E+17;142,997;21,85156;13;272,3978;False
48;1,79870165467818E+18;2,01023610081929E+17;121,6086;14,92358;13;274,0658;False
49;5,17915984372171E+17;1,1552706604575E+17;80,29275;17,3313;13;274,0658;False
50;9,47023933532537E+17;2,33665700880921E+17;98,1925;14,21387;13;274,6451;False
51;2,14353296528245E+18;4,45426913321052E+17;128,9324;25,41064;12;273,9108;False
52;9,51526571087233E+17;3,238936733731E+17;98,34792;23,19531;13;272,0932;False
53;8,40022623013306E+17;2,29795327723438E+17;94,34444;14,23926;13;276,088;False
54;9,22128241500619E+17;2,26666221602551E+17;97,32416;15,97754;13;276,088;False
55;1,98456158840894E+18;2,32152858149624E+17;125,6613;21,83374;13;276,088;False
56;9,33985237455602E+17;2,62369709550836E+17;97,73965;18,67407;13;275,9313;False
57;1,99073067327449E+18;5,6430346560319E+17;125,7914;17,16919;13;273,9374;False
58;1,30532096304218E+18;4,16330189633906E+17;109,2803;17,08179;13;276,7841;False
59;9,31319746391966E+17;3,26168039763686E+17;97,64655;20,36328;13;276,411;False
60;2,02334424973863E+18;3,24125396456964E+17;126,4747;20,13086;13;276,6423;False
61;9,20478493022618E+17;2,20729187931206E+17;97,26607;21,40161;13;278,1015;False
62;9,17246134995386E+17;2,05012170995191E+17;97,15205;14,42236;13;275,6914;False
63;1,30270742390296E+18;2,8833529040837E+17;109,2073;21,56616;13;277,9586;False
64;1,30950034417831E+18;3,12058076164889E+17;109,3969;20,06299;13;277,9586;False
65;9,02662556361949E+17;2,55389651072713E+17;96,63425;18,96216;13;279,0367;False
66;5,6903705595111E+17;1,41336893293226E+17;82,85339;15,71167;13;277,9586;False
67;2,46567296722954E+18;2,85879017653928E+17;135,0918;15,71338;13;279,591;False
68;9,09182591595184E+17;2,81545963641556E+17;96,86643;20,44409;13;277,5487;False
69;1,73987901954274E+18;2,16348916727782E+17;120,268;29,10889;13;280,6368;False
70;9,11977962469851E+17;2,33917428202786E+17;96,96564;23,3645;13;280,6368;False
71;1,38058844383845E+18;1,96453721815227E+17;111,3436;20,13013;12;278,1819;False
72;9,3659046153814E+17;1,77656177955648E+17;97,83047;15,82813;13;278,6121;False
73;1,21788656145085E+18;2,86366980055341E+17;106,7832;13,01855;13;278,6121;False
74;9,118413481501E+17;2,59094064319903E+17;96,96079;20,37207;13;280,067;False
75;3,36905755913355E+17;1,09654348281571E+17;69,56403;17,25586;13;280,1404;False
76;1,42969015923376E+18;3,12268294715762E+17;112,647;20,18774;13;279,1292;False
77;9,22461256084881E+17;2,78424981010068E+17;97,33588;18,62402;13;280,5188;False
78;5,74542791707722E+17;2,24371844373807E+17;83,11988;14,43018;13;278,7815;False
79;2,74355144140574E+18;4,21072827951192E+17;139,9877;18,56128;13;280,5188;False
80;9,74315049084518E+17;2,89578300473763E+17;99,12708;18,5686;13;280,5188;False
81;1,75352780713414E+18;4,46422374911731E+17;120,5817;20,52612;13;280,5188;False
82;9,23683088381247E+17;3,73781036842929E+17;97,37885;20,49219;13;279,2228;False
83;3,60079502785013E+18;4,25641569800526E+17;153,2693;32,05884;13;281,0381;False
84;1,32887016564693E+18;2,77333058748888E+17;109,9337;17,10474;13;281,0967;False
85;1,34844325932774E+18;3,51241615821924E+17;110,4709;23,35498;13;278,7274;False
86;5,58630693790286E+17;1,98789292117249E+17;82,34497;9,653809;13;281,6374;False
87;9,38853874943394E+17;2,8338069911917E+17;97,90923;17,12012;13;280,3314;False
88;7,79888201786458E+17;2,44838861967773E+17;92,03644;20,41699;13;277,9998;False
89;1,44769988481883E+18;3,90731506159662E+17;113,1181;17,37842;13;280,4078;False
90;2,00101797894187E+18;2,96757946905893E+17;126,0077;19,13232;13;280,4078;False
91;2,77877182250038E+18;3,90428722454331E+17;140,5842;15,94482;13;280,6352;False
92;2,02875247255775E+18;5,08484313499566E+17;126,5873;14,29297;13;280,7518;False
93;1,383543656216E+18;3,55009823736699E+17;111,4215;13,05371;13;279,6444;False
94;2,80127002942793E+18;4,27311091301325E+17;140,9627;21,53125;13;279,6444;False
95;1,84301375998394E+18;4,69924269129518E+17;122,5993;24,85693;13;281,3944;False
96;9,65917322868949E+17;3,57504304389344E+17;98,84138;17,25391;13;279,7503;False
97;7,72602769021338E+17;3,02008816887241E+17;91,74885;17,40625;13;283,8881;False
98;1,78942727409789E+18;4,22902756682603E+17;121,3992;18,61279;13;279,0632;False
