Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;25895,93359375;6992,11983026979;1181,624;53,9172;11;331,7896;False
2;28288,84765625;11523,3156474359;1451,241;74,4499;11;331,7896;False
3;23825,703125;12543,9111565509;915,81;35,20181;11;331,7896;False
4;25610,451171875;11933,8606722258;911,1791;32,4183;11;331,7896;False
5;26037,94921875;10702,0265130453;1071,199;44,06906;11;331,1988;False
6;44495,58203125;17691,1172615465;1750;88,77948;11;331,1988;True
7;24732,224609375;15902,9989183128;923,125;34,45544;11;331,1988;False
8;46894,90234375;22536,3912841797;1750;83,00604;11;331,1988;True
9;24592,037109375;18295,1817181215;917,6594;34,24274;13;355,6303;False
10;43951,51953125;18819,1936413229;1750;90,20215;12;336,5109;True
11;43451,46875;19681,8585608602;1750;91,55054;12;336,1178;True
12;43546,0703125;21084,6602936987;1750;91,29236;12;336,4415;True
13;43132,76953125;23487,8062993303;1750;92,43115;12;336,4415;True
14;42952,078125;23141,0390867838;1750;92,93799;12;336,4415;True
15;41480,17578125;20971,3360730689;1750;97,28345;13;341,266;True
16;44961,953125;20863,5979492188;1750;87,59521;12;336,4415;True
17;46793,046875;22828,4990137657;1750;83,23584;11;334,3171;True
18;43862,5703125;20188,0190272942;1750;90,43909;12;339,632;True
19;42492,82421875;19304,4427188396;1750;94,25159;12;340,0937;True
20;41183,734375;19982,9186707061;1750;98,20825;12;334,4986;True
21;44845,80078125;22435,06015625;1750;87,88721;12;338,5272;True
22;46539,36328125;20970,8407226562;1750;83,81372;12;334,4986;True
23;46054,47265625;26682,7010742187;1750;84,94092;12;336,9359;True
24;46362,8984375;27703,3512939453;1750;84,22046;12;338,0075;True
25;46439,58984375;21502,666809082;1750;84,04321;12;337,1053;True
26;46913,984375;25084,7009855717;1750;82,96313;12;338,2247;True
27;46772,01171875;27602,5915039062;1750;83,28345;12;335,5393;True
28;46679,54296875;24756,8131565094;1750;83,49341;12;335,5463;True
29;46897,375;25868,7618164063;1750;83,00049;12;339,2021;True
30;46055,19921875;26970,07890625;1750;84,93921;12;339,2021;True
