Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;23,3480377197266;NaN;425,6578;18,23099;12;345,9912;False
2;22,4824237823486;NaN;557,1517;24,78165;12;345,9912;False
3;22,2592945098877;NaN;782,8991;35,17178;13;364,969;False
4;24,5610752105713;NaN;805,4816;32,79504;14;367,8914;False
5;24,2423839569092;NaN;947,3417;39,07791;14;367,8914;False
6;25,390474319458;NaN;794,142;31,27716;14;367,8914;False
7;22,8212356567383;NaN;793,4517;34,76813;14;367,8914;False
8;23,8404159545898;NaN;690,3972;28,95911;14;367,8914;False
9;23,1563949584961;10,8983143307269;916,5333;39,58014;13;341,7318;False
10;23,5672206878662;NaN;933,3678;39,60449;13;341,7318;False
